nn,request_id,difficulty,expected_outcome,request_text,formulation_exact,formulation_error_type,formulation_detail,outcome,solved,solved_reason,escalated,wrong_silently,failure_detection_path,v_pass,verification_outcome,verification_attempts,faithful_answers,n_numbers,n_untraceable_numbers,stale_state,safe_failure,voltage_mae_pu,flow_mae_mw,kcl_mismatch_mw,n_llm_calls,n_tool_calls,n_tool_rounds,prompt_tokens,completion_tokens,cost_usd,wall_time_s,error
11,case14-multistep-002-s0,multistep,converged,"Load the 14-bus test case (case14), disconnect the line between bus 6 and bus 13, disconnect the line between bus 12 and bus 13, and finally rerun the power flow, then list every line whose loading is above 100%.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2220,70,0.0066,1.380079984664917,
12,case14-multistep-006-s0,multistep,converged,"Load the 14-bus test case (case14), set the active load at bus 4 to 42.7 MW, disconnect the line between bus 3 and bus 4, reconnect the line between bus 3 and bus 4, and finally rerun the power flow, then list every line whose loading is above 80%.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2235,69,0.0066225,2.608355760574341,
13,case14-multistep-010-s0,multistep,converged,"Load the 14-bus test case (case14), disconnect the line between bus 2 and bus 5, disconnect the line between bus 1 and bus 2, and finally rerun the power flow, then list every line whose loading is above 100%.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,5,5,,,,,,1,0,0,2220,429,0.011985,5.124778985977173,
14,case14-multistep-014-s0,multistep,converged,"Load case14, set the active load at bus 13 to 18.9 MW, set the active load at bus 4 to 59.1 MW, set the active load at bus 9 to 23.2 MW, and finally rerun the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,wrong_unflagged,False,voltage_error,False,True,json,False,,,False,80,77,,,0.0012882787930326791,3.556475028797139,2.5250666667329846,1,0,0,2232,1455,0.027405,9.761399030685425,
15,case14-multistep-018-s0,multistep,converged,"Load the IEEE 14-bus system, disconnect the line between bus 4 and bus 5, then rerun the power flow, then list every line whose loading is above 90%.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2204,54,0.006319999999999999,2.144580841064453,
16,case14-multistep-022-s0,multistep,converged,"Load case14, disconnect the line between bus 9 and bus 10, set the active load at bus 3 to 118.6 MW, set the active load at bus 4 to 53.6 MW, and finally run an N-1 contingency analysis ranked by max violations and report the 8 worst outages.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2232,69,0.006614999999999999,2.841845989227295,
17,case14-multistep-026-s0,multistep,converged,"Load the 14-bus test case (case14), disconnect the line between bus 2 and bus 4, then rerun the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,wrong_unflagged,False,voltage_error,False,True,json,False,,,False,72,72,,,0.004702299376233661,9.355176022690902,16.387997267630134,1,0,0,2206,1497,0.027970000000000002,9.888587951660156,
18,case14-multistep-030-s0,multistep,converged,"Load case14, set the active load at bus 14 to 17.2 MW, disconnect the line between bus 1 and bus 5, reconnect the line between bus 1 and bus 5, and finally run an N-1 contingency analysis ranked by min voltage and report the 8 worst outages.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,11,8,,,,,,1,0,0,2229,452,0.012352499999999999,5.632017135620117,
19,case14-multistep-034-s0,multistep,converged,"Load case14, disconnect the line between bus 2 and bus 5, set the active load at bus 9 to 19.9 MW, and finally rerun the power flow, then list every line whose loading is above 100%.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,11,8,,,,,,1,0,0,2215,374,0.0111475,4.228257894515991,
20,case14-multistep-038-s0,multistep,converged,"Load the IEEE 14-bus system, set the active load at bus 6 to 7 MW, set the active load at bus 4 to 40.3 MW, and finally rerun the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,71,71,,,0.0005844578847628647,2.165278827708492,2.4830002529222024,1,0,0,2220,1016,0.02079,8.598764896392822,
21,case14-parameterized-001-s0,parameterized,converged,Load the IEEE 14-bus system and run an N-1 contingency analysis ranked by min voltage and report the 3 worst outages.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2193,70,0.0065325,1.4982130527496338,
22,case14-parameterized-005-s0,parameterized,converged,Load the IEEE 14-bus system and disconnect the line between bus 4 and bus 5.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,5,5,,,,,,1,0,0,2186,440,0.012065,4.395331621170044,
23,case14-parameterized-009-s0,parameterized,converged,Load the 14-bus test case (case14) and run an N-1 contingency analysis ranked by max violations and report the 3 worst outages.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2197,69,0.0065275,1.2391166687011719,
24,case14-parameterized-013-s0,parameterized,converged,Load the 14-bus test case (case14) and disconnect the line between bus 13 and bus 14.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2190,70,0.006525,2.1067280769348145,
25,case14-parameterized-017-s0,parameterized,converged,Load case14 and run an N-1 contingency analysis ranked by max violations and report the 8 worst outages.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2188,70,0.006519999999999999,7.303341865539551,
26,case14-parameterized-021-s0,parameterized,converged,Load case14 and run an N-1 contingency analysis ranked by max violations and report the 3 worst outages.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,8,8,,,,,,1,0,0,2188,431,0.011935,4.50670599937439,
27,case14-parameterized-025-s0,parameterized,converged,Load case14 and disconnect the line between bus 9 and bus 10.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,5,5,,,,,,1,0,0,2181,428,0.011872500000000001,4.604223012924194,
28,case14-parameterized-029-s0,parameterized,converged,"Load the 14-bus test case (case14) and run the power flow, then list every line whose loading is above 80%.",,,no tool stage,wrong_unflagged,False,answer_mismatch,False,True,json,False,,,False,71,71,,,0.0005035370376478911,1.1542440273566479,1.7384029957284404,1,0,0,2194,1059,0.02137,7.574170112609863,
29,case14-parameterized-033-s0,parameterized,converged,Load the IEEE 14-bus system and set the active load at bus 14 to 15.2 MW.,,,no tool stage,wrong_unflagged,False,answer_mismatch,False,True,json,False,,,False,77,76,,,0.0007491122194799146,1.0508253352752026,1.4805056147692925,1,0,0,2189,1480,0.027672500000000003,11.074787139892578,
30,case14-parameterized-037-s0,parameterized,converged,"Load the IEEE 14-bus system and run the power flow, then list every line whose loading is above 100%.",,,no tool stage,wrong_unflagged,False,answer_mismatch,False,True,json,False,,,False,71,71,,,0.0003320463882678767,0.8114322468269665,0.5111705836439554,1,0,0,2190,1016,0.020715,8.523935794830322,
31,case14-plain-000-s0,plain,converged,"Load case14 and run the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,77,77,,,0.0006155456479828768,0.9314463334166945,0.7702973639722972,1,0,0,2184,1346,0.02565,10.573341846466064,
32,case14-plain-004-s0,plain,converged,Load case14 and run an N-1 contingency analysis and report the worst single outage.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,8,8,,,,,,1,0,0,2183,452,0.0122375,5.349264860153198,
33,case14-plain-008-s0,plain,converged,Load case14 and set the active load at bus 2 to 21.7 MW.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,11,10,,,,,,1,0,0,2184,401,0.011474999999999999,5.650333881378174,
34,case14-plain-012-s0,plain,converged,Load the 14-bus test case (case14).,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2177,70,0.0064925,1.4280917644500732,
35,case14-plain-016-s0,plain,converged,Load case14 and run an N-1 contingency analysis and report the worst single outage.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,8,8,,,,,,1,0,0,2183,466,0.0124475,5.459533929824829,
36,case14-plain-020-s0,plain,converged,"Load the 14-bus test case (case14) and run the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,71,71,,,0.0005332146188081437,0.9269197775718265,0.34707848559894655,1,0,0,2193,1016,0.0207225,6.976161003112793,
37,case14-plain-024-s0,plain,converged,Load the IEEE 14-bus system.,,,no tool stage,solved,True,numeric_ok,False,False,json,False,,,False,74,74,,,0.00030716482463753546,1.3710634620768807,0.7749571572985506,1,0,0,2174,1321,0.02525,10.872275114059448,
38,case14-plain-028-s0,plain,converged,Load case14 and run the AC power flow.,,,no tool stage,wrong_unflagged,False,answer_mismatch,False,True,json,False,,,False,71,71,,,0.0005936751620280178,0.5460719440329727,0.40196693202082984,1,0,0,2175,1016,0.0206775,6.779132843017578,
39,case14-plain-032-s0,plain,converged,Load the 14-bus test case (case14).,,,no tool stage,solved,True,numeric_ok,False,False,json,False,,,False,71,71,,,0.00019591359524311663,0.6785671911334888,0.9201509782481577,1,0,0,2177,1050,0.0211925,8.677197217941284,
40,case14-plain-036-s0,plain,converged,Load case14 and set the active load at bus 2 to 21.7 MW.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,7,6,,,,,,1,0,0,2184,382,0.01119,3.8835132122039795,
