nn,request_id,difficulty,expected_outcome,request_text,formulation_exact,formulation_error_type,formulation_detail,outcome,solved,solved_reason,escalated,wrong_silently,failure_detection_path,v_pass,verification_outcome,verification_attempts,faithful_answers,n_numbers,n_untraceable_numbers,stale_state,safe_failure,voltage_mae_pu,flow_mae_mw,kcl_mismatch_mw,n_llm_calls,n_tool_calls,n_tool_rounds,prompt_tokens,completion_tokens,cost_usd,wall_time_s,error
11,case14-multistep-002-s0,multistep,,"Load the 14-bus test case (case14), disconnect the line between bus 6 and bus 13, disconnect the line between bus 12 and bus 13, and finally rerun the power flow, then list every line whose loading is above 100%.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,True,,,True,5,0,False,,0.0,0.0,0.0,2,3,1,6685,223,0.00113655,3.1535791250062175,
12,case14-multistep-006-s0,multistep,,"Load the 14-bus test case (case14), set the active load at bus 4 to 42.7 MW, disconnect the line between bus 3 and bus 4, reconnect the line between bus 3 and bus 4, and finally rerun the power flow, then list every line whose loading is above 80%.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,False,,,False,6,1,False,,0.0,0.0,0.0,6,5,5,30006,219,0.004632300000000001,6.94083279199549,
13,case14-multistep-010-s0,multistep,,"Load the 14-bus test case (case14), disconnect the line between bus 2 and bus 5, disconnect the line between bus 1 and bus 2, and finally rerun the power flow, then list every line whose loading is above 100%.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,True,,,True,5,0,False,,0.0,0.0,0.0,2,3,1,6936,233,0.0011802,4.205280124995625,
14,case14-multistep-014-s0,multistep,,"Load case14, set the active load at bus 13 to 18.9 MW, set the active load at bus 4 to 59.1 MW, set the active load at bus 9 to 23.2 MW, and finally rerun the power flow, then report the bus with the lowest voltage magnitude.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,True,,,True,5,0,False,,0.0,0.0,0.0,2,4,1,9769,256,0.00161895,3.68828925001435,
15,case14-multistep-018-s0,multistep,,"Load the IEEE 14-bus system, disconnect the line between bus 4 and bus 5, then rerun the power flow, then list every line whose loading is above 90%.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,False,,,False,7,2,False,,0.0,0.0,0.0,4,3,3,8576,191,0.0014010000000000001,4.514422540989472,
16,case14-multistep-022-s0,multistep,,"Load case14, disconnect the line between bus 9 and bus 10, set the active load at bus 3 to 118.6 MW, set the active load at bus 4 to 53.6 MW, and finally run an N-1 contingency analysis ranked by max violations and report the 8 worst outages.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,False,,,False,5,0,True,,0.0,0.0,0.0,4,5,3,27625,287,0.00431595,6.033747209003195,
17,case14-multistep-026-s0,multistep,,"Load the 14-bus test case (case14), disconnect the line between bus 2 and bus 4, then rerun the power flow, then report the bus with the lowest voltage magnitude.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,True,,,True,5,0,False,,0.0,0.0,0.0,3,2,2,5164,184,0.0008849999999999999,3.7494217909988947,
18,case14-multistep-030-s0,multistep,,"Load case14, set the active load at bus 14 to 17.2 MW, disconnect the line between bus 1 and bus 5, reconnect the line between bus 1 and bus 5, and finally run an N-1 contingency analysis ranked by min voltage and report the 8 worst outages.",True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,5,0,False,,0.0,0.0,0.0,6,5,5,37618,278,0.0058094999999999996,7.760364500019932,
19,case14-multistep-034-s0,multistep,,"Load case14, disconnect the line between bus 2 and bus 5, set the active load at bus 9 to 19.9 MW, and finally rerun the power flow, then list every line whose loading is above 100%.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,True,,,True,6,0,False,,0.0,0.0,0.0,2,3,1,6986,244,0.0011943000000000001,3.5153772909834515,
20,case14-multistep-038-s0,multistep,,"Load the IEEE 14-bus system, set the active load at bus 6 to 7 MW, set the active load at bus 4 to 40.3 MW, and finally rerun the power flow, then report the bus with the lowest voltage magnitude.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,True,,,True,5,0,False,,0.0,0.0,0.0,3,3,2,8046,225,0.0013418999999999998,4.472372499993071,
21,case14-parameterized-001-s0,parameterized,,Load the IEEE 14-bus system and run an N-1 contingency analysis ranked by min voltage and report the 3 worst outages.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,9,0,,,0.0,0.0,0.0,3,2,2,7409,306,0.0012949499999999998,5.404417249985272,
22,case14-parameterized-005-s0,parameterized,,Load the IEEE 14-bus system and disconnect the line between bus 4 and bus 5.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,5,0,False,,0.0,0.0,0.0,2,2,1,4177,188,0.0007393500000000001,3.404542542004492,
23,case14-parameterized-009-s0,parameterized,,Load the 14-bus test case (case14) and run an N-1 contingency analysis ranked by max violations and report the 3 worst outages.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,9,0,,,0.0,0.0,0.0,3,2,2,7445,322,0.0013099499999999998,5.781163082981948,
24,case14-parameterized-013-s0,parameterized,,Load the 14-bus test case (case14) and disconnect the line between bus 13 and bus 14.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,5,0,False,,0.0,0.0,0.0,2,2,1,4315,194,0.00076365,3.1168392919935286,
25,case14-parameterized-017-s0,parameterized,,Load case14 and run an N-1 contingency analysis ranked by max violations and report the 8 worst outages.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,8,0,,,0.0,0.0,0.0,3,2,2,10845,398,0.0018655499999999999,5.841966083011357,
26,case14-parameterized-021-s0,parameterized,,Load case14 and run an N-1 contingency analysis ranked by max violations and report the 3 worst outages.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,8,0,,,0.0,0.0,0.0,3,2,2,7408,329,0.0013085999999999998,5.525232166983187,
27,case14-parameterized-025-s0,parameterized,,Load case14 and disconnect the line between bus 9 and bus 10.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,5,0,False,,0.0,0.0,0.0,2,2,1,4233,185,0.0007459499999999999,2.977893375005806,
28,case14-parameterized-029-s0,parameterized,,"Load the 14-bus test case (case14) and run the power flow, then list every line whose loading is above 80%.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,False,,,False,8,1,,,0.0,0.0,0.0,3,2,2,5118,210,0.0008937,4.9453916659986135,
29,case14-parameterized-033-s0,parameterized,,Load the IEEE 14-bus system and set the active load at bus 14 to 15.2 MW.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,6,0,False,,0.0,0.0,0.0,2,2,1,4390,206,0.0007820999999999999,3.246011792012723,
30,case14-parameterized-037-s0,parameterized,,"Load the IEEE 14-bus system and run the power flow, then list every line whose loading is above 100%.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,False,,,False,8,1,,,0.0,0.0,0.0,3,2,2,5146,209,0.0008973000000000001,5.821728166978573,
31,case14-plain-000-s0,plain,,"Load case14 and run the power flow, then report the bus with the lowest voltage magnitude.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,True,,,True,6,0,,,0.0,0.0,0.0,3,2,2,5182,168,0.0008780999999999999,4.2812561669852585,
32,case14-plain-004-s0,plain,,Load case14 and run an N-1 contingency analysis and report the worst single outage.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,2,0,,,0.0,0.0,0.0,3,2,2,5998,173,0.0010034999999999998,4.071104917005869,
33,case14-plain-008-s0,plain,,Load case14 and set the active load at bus 2 to 21.7 MW.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,6,0,False,,0.0,0.0,0.0,3,2,2,5157,185,0.00088455,4.608799916983116,
34,case14-plain-012-s0,plain,,Load the 14-bus test case (case14).,True,ok,,solved,True,numeric_ok,False,False,text,True,,,True,2,0,,,0.0,0.0,0.0,2,1,1,1594,65,0.0002781,2.2248609170201235,
35,case14-plain-016-s0,plain,,Load case14 and run an N-1 contingency analysis and report the worst single outage.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,4,0,,,0.0,0.0,0.0,3,2,2,5992,227,0.001035,4.2746195000072476,
36,case14-plain-020-s0,plain,,"Load the 14-bus test case (case14) and run the power flow, then report the bus with the lowest voltage magnitude.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,True,,,True,6,0,,,0.0,0.0,0.0,3,2,2,5122,178,0.0008751,3.8929792499984615,
37,case14-plain-024-s0,plain,,Load the IEEE 14-bus system.,True,ok,,solved,True,numeric_ok,False,False,text,True,,,True,2,0,,,0.0,0.0,0.0,2,1,1,1588,59,0.0002736,2.6179576669819653,
38,case14-plain-028-s0,plain,,Load case14 and run the AC power flow.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,5,0,,,0.0,0.0,0.0,3,2,2,5072,159,0.0008561999999999999,3.8409296669997275,
39,case14-plain-032-s0,plain,,Load the 14-bus test case (case14).,True,ok,,solved,True,numeric_ok,False,False,text,True,,,True,2,0,,,0.0,0.0,0.0,2,1,1,1594,65,0.0002781,2.4805715840193443,
40,case14-plain-036-s0,plain,,Load case14 and set the active load at bus 2 to 21.7 MW.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,,,True,6,0,False,,0.0,0.0,0.0,3,2,2,5085,176,0.0008683499999999999,5.110700040997472,
