nn,request_id,difficulty,expected_outcome,request_text,formulation_exact,formulation_error_type,formulation_detail,outcome,solved,solved_reason,escalated,wrong_silently,failure_detection_path,v_pass,verification_outcome,verification_attempts,faithful_answers,n_numbers,n_untraceable_numbers,stale_state,safe_failure,voltage_mae_pu,flow_mae_mw,kcl_mismatch_mw,n_llm_calls,n_tool_calls,n_tool_rounds,prompt_tokens,completion_tokens,cost_usd,wall_time_s,error
11,case14-multistep-002-s0,multistep,converged,"Load the 14-bus test case (case14), disconnect the line between bus 6 and bus 13, disconnect the line between bus 12 and bus 13, and finally rerun the power flow, then list every line whose loading is above 100%.",True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,12,0,False,,0.0,0.0,0.0,5,4,4,19424,351,0.053825,7.262430625036359,
12,case14-multistep-006-s0,multistep,converged,"Load the 14-bus test case (case14), set the active load at bus 4 to 42.7 MW, disconnect the line between bus 3 and bus 4, reconnect the line between bus 3 and bus 4, and finally rerun the power flow, then list every line whose loading is above 80%.",False,extra_arg_changes_result,modify_load: extra argument q_mvar=-3.9 changes the solver outcome (request did not ask for it),wrong_unflagged,False,formulation,False,True,text,True,pass_retry,2,True,18,0,False,,8.146603853842471e-06,0.0005590061064244401,,8,6,6,57746,818,0.156635,12.402199832955375,
13,case14-multistep-010-s0,multistep,converged,"Load the 14-bus test case (case14), disconnect the line between bus 2 and bus 5, disconnect the line between bus 1 and bus 2, and finally rerun the power flow, then list every line whose loading is above 100%.",True,ok,,wrong_unflagged,False,answer_mismatch,False,True,text,True,pass_retry,2,True,14,0,False,,0.0,0.0,0.0,6,4,4,29286,697,0.08367000000000001,10.04354645794956,
14,case14-multistep-014-s0,multistep,converged,"Load case14, set the active load at bus 13 to 18.9 MW, set the active load at bus 4 to 59.1 MW, set the active load at bus 9 to 23.2 MW, and finally rerun the power flow, then report the bus with the lowest voltage magnitude.",False,extra_arg_changes_result,modify_load: extra argument q_mvar=13.5 changes the solver outcome (request did not ask for it),wrong_unflagged,False,formulation,False,True,text,True,pass_first,1,True,6,0,False,,0.002246310655508827,0.12838897440520372,,6,5,5,32495,352,0.0865175,9.924895791977178,
15,case14-multistep-018-s0,multistep,converged,"Load the IEEE 14-bus system, disconnect the line between bus 4 and bus 5, then rerun the power flow, then list every line whose loading is above 90%.",True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,7,0,False,,0.0,0.0,0.0,3,2,2,5109,229,0.0162075,4.523748083971441,
16,case14-multistep-022-s0,multistep,converged,"Load case14, disconnect the line between bus 9 and bus 10, set the active load at bus 3 to 118.6 MW, set the active load at bus 4 to 53.6 MW, and finally run an N-1 contingency analysis ranked by max violations and report the 8 worst outages.",False,extra_arg_changes_result,modify_load: extra argument q_mvar=0.0 changes the solver outcome (request did not ask for it),wrong_unflagged,False,formulation,False,True,text,True,pass_first,1,True,23,0,False,,0.00039012681059880094,0.03202572181364787,,6,5,5,37449,960,0.10802250000000001,14.110730458982289,
17,case14-multistep-026-s0,multistep,converged,"Load the 14-bus test case (case14), disconnect the line between bus 2 and bus 4, then rerun the power flow, then report the bus with the lowest voltage magnitude.",True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,7,0,False,,0.0,0.0,0.0,3,2,2,5194,256,0.016825,5.1177475830190815,
18,case14-multistep-030-s0,multistep,converged,"Load case14, set the active load at bus 14 to 17.2 MW, disconnect the line between bus 1 and bus 5, reconnect the line between bus 1 and bus 5, and finally run an N-1 contingency analysis ranked by min voltage and report the 8 worst outages.",False,extra_arg_changes_result,modify_load: extra argument q_mvar=0.0 changes the solver outcome (request did not ask for it),escalated,False,formulation,True,False,text,True,abstained,2,True,0,0,False,,0.001618567159553806,0.08377536567712685,,9,7,7,97900,1512,0.26743,25.625300166022498,
19,case14-multistep-034-s0,multistep,converged,"Load case14, disconnect the line between bus 2 and bus 5, set the active load at bus 9 to 19.9 MW, and finally rerun the power flow, then list every line whose loading is above 100%.",False,extra_arg_changes_result,modify_load: extra argument q_mvar=0.0 changes the solver outcome (request did not ask for it),wrong_unflagged,False,formulation,False,True,text,True,pass_retry,2,True,7,0,False,,0.005023526406772013,0.426309595422131,,7,5,5,39623,588,0.10787749999999999,11.340913708030712,
20,case14-multistep-038-s0,multistep,converged,"Load the IEEE 14-bus system, set the active load at bus 6 to 7 MW, set the active load at bus 4 to 40.3 MW, and finally rerun the power flow, then report the bus with the lowest voltage magnitude.",False,extra_arg_changes_result,modify_load: extra argument q_mvar=11.2 changes the solver outcome (request did not ask for it),wrong_unflagged,False,formulation,False,True,text,True,pass_first,1,True,8,0,False,,0.0007674948910834248,0.05441766783032529,,5,4,4,20853,326,0.0570225,8.39056004199665,
21,case14-parameterized-001-s0,parameterized,converged,Load the IEEE 14-bus system and run an N-1 contingency analysis ranked by min voltage and report the 3 worst outages.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,8,0,,,0.0,0.0,0.0,4,3,3,13674,502,0.041715,7.741449124994688,
22,case14-parameterized-005-s0,parameterized,converged,Load the IEEE 14-bus system and disconnect the line between bus 4 and bus 5.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,7,0,False,,0.0,0.0,0.0,3,2,2,5049,250,0.016372499999999998,5.0138162089861,
23,case14-parameterized-009-s0,parameterized,converged,Load the 14-bus test case (case14) and run an N-1 contingency analysis ranked by max violations and report the 3 worst outages.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,11,0,,,0.0,0.0,0.0,4,3,3,13812,532,0.04251,8.704963458993006,
24,case14-parameterized-013-s0,parameterized,converged,Load the 14-bus test case (case14) and disconnect the line between bus 13 and bus 14.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,7,0,False,,0.0,0.0,0.0,3,2,2,5191,248,0.0166975,6.035538666008506,
25,case14-parameterized-017-s0,parameterized,converged,Load case14 and run an N-1 contingency analysis ranked by max violations and report the 8 worst outages.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,17,0,,,0.0,0.0,0.0,4,3,3,20245,692,0.0609925,11.090722166991327,
26,case14-parameterized-021-s0,parameterized,converged,Load case14 and run an N-1 contingency analysis ranked by max violations and report the 3 worst outages.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,11,0,,,0.0,0.0,0.0,3,3,2,10135,606,0.0344275,8.183104916010052,
27,case14-parameterized-025-s0,parameterized,converged,Load case14 and disconnect the line between bus 9 and bus 10.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,14,0,False,,0.0,0.0,0.0,3,2,2,5100,330,0.0177,7.6257440419867635,
28,case14-parameterized-029-s0,parameterized,converged,"Load the 14-bus test case (case14) and run the power flow, then list every line whose loading is above 80%.",True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,8,0,,,0.0,0.0,0.0,3,2,2,5148,223,0.016215,4.9048389999661595,
29,case14-parameterized-033-s0,parameterized,converged,Load the IEEE 14-bus system and set the active load at bus 14 to 15.2 MW.,False,extra_arg_changes_result,modify_load: extra argument q_mvar=5.0 changes the solver outcome (request did not ask for it),wrong_unflagged,False,formulation,False,True,text,True,pass_first,1,True,6,0,False,,0.0001235497435804676,0.006429512372747701,,3,2,2,5267,244,0.016827500000000002,8.337904750020243,
30,case14-parameterized-037-s0,parameterized,converged,"Load the IEEE 14-bus system and run the power flow, then list every line whose loading is above 100%.",True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,9,0,,,0.0,0.0,0.0,3,2,2,5176,237,0.016495,4.905932958994526,
31,case14-plain-000-s0,plain,converged,"Load case14 and run the power flow, then report the bus with the lowest voltage magnitude.",True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,6,0,,,0.0,0.0,0.0,3,2,2,5212,218,0.016300000000000002,4.96328495797934,
32,case14-plain-004-s0,plain,converged,Load case14 and run an N-1 contingency analysis and report the worst single outage.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,7,0,,,0.0,0.0,0.0,4,3,3,12408,367,0.036525,7.827138292021118,
33,case14-plain-008-s0,plain,converged,Load case14 and set the active load at bus 2 to 21.7 MW.,False,extra_arg_changes_result,modify_load: extra argument q_mvar=12.7 changes the solver outcome (request did not ask for it),wrong_unflagged,False,formulation,False,True,text,True,pass_first,1,True,14,0,False,,0.0,0.0,,4,3,3,6284,330,0.020659999999999998,5.822691167006269,
34,case14-plain-012-s0,plain,converged,Load the 14-bus test case (case14).,True,ok,,solved,True,numeric_ok,False,False,text,True,pass_first,1,True,5,0,,,0.0,0.0,0.0,3,2,2,5161,198,0.015872499999999998,4.183818500023335,
35,case14-plain-016-s0,plain,converged,Load case14 and run an N-1 contingency analysis and report the worst single outage.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,7,0,,,0.0,0.0,0.0,4,3,3,12386,364,0.036425,11.912257334042806,
36,case14-plain-020-s0,plain,converged,"Load the 14-bus test case (case14) and run the power flow, then report the bus with the lowest voltage magnitude.",True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,6,0,,,0.0,0.0,0.0,3,2,2,5152,218,0.01615,5.332683583023027,
37,case14-plain-024-s0,plain,converged,Load the IEEE 14-bus system.,True,ok,,solved,True,numeric_ok,False,False,text,True,pass_first,1,True,5,0,,,0.0,0.0,0.0,3,2,2,5194,196,0.015925,4.2307632499723695,
38,case14-plain-028-s0,plain,converged,Load case14 and run the AC power flow.,True,ok,,solved,True,numeric_and_answer_ok,False,False,text,True,pass_first,1,True,12,0,,,0.0,0.0,0.0,3,2,2,5102,245,0.01643,5.197337375022471,
39,case14-plain-032-s0,plain,converged,Load the 14-bus test case (case14).,True,ok,,solved,True,numeric_ok,False,False,text,True,pass_first,1,True,13,0,,,0.0,0.0,0.0,3,2,2,5159,307,0.0175025,5.22038174996851,
40,case14-plain-036-s0,plain,converged,Load case14 and set the active load at bus 2 to 21.7 MW.,False,extra_arg_changes_result,modify_load: extra argument q_mvar=12.7 changes the solver outcome (request did not ask for it),wrong_unflagged,False,formulation,False,True,text,True,pass_first,1,True,6,0,False,,6.344131569286608e-17,3.4108826874046374e-14,,4,3,3,6206,247,0.01922,5.569346542004496,
