nn,request_id,difficulty,expected_outcome,request_text,formulation_exact,formulation_error_type,formulation_detail,outcome,solved,solved_reason,escalated,wrong_silently,failure_detection_path,v_pass,verification_outcome,verification_attempts,faithful_answers,n_numbers,n_untraceable_numbers,stale_state,safe_failure,voltage_mae_pu,flow_mae_mw,kcl_mismatch_mw,n_llm_calls,n_tool_calls,n_tool_rounds,prompt_tokens,completion_tokens,cost_usd,wall_time_s,error
11,case14-stress-010-s0,stress,islanded,"Load the IEEE 14-bus system, set the active load at bus 11 to 1.8 MW, disconnect the transformer branch between bus 7 and bus 8, and finally rerun the power flow, then list every line whose loading is above 90%.",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,0,0,False,True,nan,0.0,0.0,5,4,3,23065,458,0.0037345499999999997,6.654979374958202,
12,case14-stress-011-s0,stress,non_converged,"Load case14, increase the load at bus 9 to 177 MW and 99.6 Mvar (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), and finally increase the active load at bus 4 to 286.8 MW (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,4,5,2,20927,435,0.00340005,7.1846797919715755,
13,case14-stress-012-s0,stress,non_converged,"Load the IEEE 14-bus system, increase the load at bus 14 to 89.4 MW and 30 Mvar (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), and finally increase the active load at bus 4 to 286.8 MW (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,4,5,2,20061,444,0.00327555,5.805587375012692,
14,case14-stress-013-s0,stress,non_converged,"Load the 14-bus test case (case14), increase the load at bus 13 to 81 MW and 34.8 Mvar (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), and finally increase the active load at bus 4 to 286.8 MW (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,4,5,2,19827,355,0.0031870500000000003,7.593411209003534,
15,case14-stress-014-s0,stress,islanded,Load the 14-bus test case (case14) and disconnect the transformer branch between bus 7 and bus 8.,True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,0,0,False,True,nan,0.0,0.0,4,3,2,13687,359,0.00226845,6.350994000036735,
16,case14-stress-015-s0,stress,non_converged,"Load case14, increase the active load at bus 4 to 286.8 MW (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), and finally increase the load at bus 9 to 177 MW and 99.6 Mvar (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,4,5,2,19776,385,0.0031973999999999995,6.302684291033074,
17,case14-stress-016-s0,stress,non_converged,"Load the IEEE 14-bus system, increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), increase the active load at bus 4 to 286.8 MW (six times its nominal value), and finally increase the load at bus 9 to 177 MW and 99.6 Mvar (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,4,5,2,19755,436,0.00322485,6.1676414589746855,
18,case14-stress-017-s0,stress,non_converged,"Load the IEEE 14-bus system, disconnect the line between bus 1 and bus 5, increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), increase the active load at bus 4 to 286.8 MW (six times its nominal value), and finally rerun the power flow, then list every line whose loading is above 100%.",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,5,5,3,21171,367,0.0033958499999999997,7.338033750012983,
19,case14-stress-018-s0,stress,non_converged,"Load the IEEE 14-bus system, increase the load at bus 9 to 177 MW and 99.6 Mvar (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), and finally increase the active load at bus 4 to 286.8 MW (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,5,5,3,22039,483,0.0035956499999999997,8.898821958980989,
20,case14-stress-019-s0,stress,islanded,"Load case14, disconnect the line between bus 10 and bus 11, disconnect the transformer branch between bus 7 and bus 8, and finally rerun the power flow, then list every line whose loading is above 90%.",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,0,0,False,True,nan,0.0,0.0,4,4,2,21839,415,0.00352485,7.059838542016223,
21,case14-stress-020-s0,stress,islanded,Load the 14-bus test case (case14) and disconnect the transformer branch between bus 7 and bus 8.,True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,0,0,False,True,nan,0.0,0.0,4,3,2,13495,358,0.00223905,5.330161332967691,
22,case14-stress-021-s0,stress,islanded,Load case14 and disconnect the transformer branch between bus 7 and bus 8.,True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,0,0,False,True,nan,0.0,0.0,4,3,2,13433,358,0.00222975,6.427586749952752,
23,case14-stress-022-s0,stress,islanded,Load the 14-bus test case (case14) and disconnect the transformer branch between bus 7 and bus 8.,True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,0,0,False,True,nan,0.0,0.0,4,3,2,13491,363,0.00224145,6.439594958035741,
24,case14-stress-023-s0,stress,non_converged,"Load the IEEE 14-bus system, increase the active load at bus 4 to 286.8 MW (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), and finally increase the load at bus 9 to 177 MW and 99.6 Mvar (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,4,5,2,19724,408,0.0032033999999999995,6.030337000032887,
25,case14-stress-024-s0,stress,non_converged,"Load the IEEE 14-bus system, increase the load at bus 2 to 130.2 MW and 76.2 Mvar (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), increase the active load at bus 4 to 286.8 MW (six times its nominal value), and finally increase the load at bus 9 to 177 MW and 99.6 Mvar (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,5,6,3,28924,382,0.0045677999999999995,6.995262665965129,
26,case14-stress-025-s0,stress,non_converged,"Load case14, increase the load at bus 13 to 81 MW and 34.8 Mvar (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), and finally increase the active load at bus 4 to 286.8 MW (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,5,5,3,20888,377,0.0033594000000000002,6.710190415964462,
27,case14-stress-026-s0,stress,non_converged,"Load the IEEE 14-bus system, increase the load at bus 13 to 81 MW and 34.8 Mvar (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), and finally increase the active load at bus 4 to 286.8 MW (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,5,5,3,20892,349,0.0033432,6.546724665968213,
28,case14-stress-027-s0,stress,non_converged,"Load the 14-bus test case (case14), increase the load at bus 2 to 130.2 MW and 76.2 Mvar (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), increase the active load at bus 4 to 286.8 MW (six times its nominal value), and finally increase the load at bus 9 to 177 MW and 99.6 Mvar (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,4,6,2,28013,372,0.004425149999999999,6.640246249968186,
29,case14-stress-028-s0,stress,non_converged,"Load the IEEE 14-bus system, increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), increase the active load at bus 4 to 286.8 MW (six times its nominal value), and finally increase the load at bus 9 to 177 MW and 99.6 Mvar (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,4,5,2,19743,439,0.00322485,6.5890083339763805,
30,case14-stress-029-s0,stress,non_converged,"Load case14, disconnect the line between bus 9 and bus 10, increase the load at bus 14 to 89.4 MW and 30 Mvar (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), increase the active load at bus 4 to 286.8 MW (six times its nominal value), and finally rerun the power flow, then list every line whose loading is above 90%.",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,5,6,3,28795,370,0.00454125,6.1018498340272345,
31,case14-stress-030-s0,stress,islanded,Load the 14-bus test case (case14) and disconnect the transformer branch between bus 7 and bus 8.,True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,0,0,False,True,nan,0.0,0.0,4,3,2,13449,353,0.0022291499999999996,6.1284921250189655,
32,case14-stress-031-s0,stress,non_converged,"Load the 14-bus test case (case14), disconnect the line between bus 2 and bus 3, increase the load at bus 3 to 282.6 MW and 57 Mvar (three times its nominal value), and finally rerun the power flow, then report the bus with the lowest voltage magnitude.",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,6,5,4,17730,283,0.0028293,6.740568750014063,
33,case14-stress-032-s0,stress,non_converged,"Load the IEEE 14-bus system, increase the load at bus 14 to 89.4 MW and 30 Mvar (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), and finally increase the active load at bus 4 to 286.8 MW (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,4,5,2,19898,385,0.0032156999999999997,5.52162362501258,
34,case14-stress-033-s0,stress,islanded,Load the 14-bus test case (case14) and disconnect the transformer branch between bus 7 and bus 8.,True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,0,0,False,True,nan,0.0,0.0,4,3,2,13751,357,0.0022768499999999995,4.92314049997367,
35,case14-stress-034-s0,stress,non_converged,"Load the IEEE 14-bus system, set the active load at bus 4 to 41.2 MW, increase the load at bus 14 to 89.4 MW and 30 Mvar (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), increase the load at bus 9 to 177 MW and 99.6 Mvar (six times its nominal value), and finally rerun the power flow, then list every line whose loading is above 80%.",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,5,6,3,29115,410,0.004613249999999999,7.547739500005264,
36,case14-stress-035-s0,stress,non_converged,"Load case14, increase the active load at bus 4 to 286.8 MW (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), and finally increase the load at bus 9 to 177 MW and 99.6 Mvar (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,4,5,2,19689,390,0.00318735,5.620225000020582,
37,case14-stress-036-s0,stress,non_converged,"Load case14, set the active load at bus 4 to 33.5 MW, increase the load at bus 9 to 177 MW and 99.6 Mvar (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), increase the load at bus 2 to 130.2 MW and 76.2 Mvar (six times its nominal value), increase the load at bus 14 to 89.4 MW and 30 Mvar (six times its nominal value), and finally rerun the power flow, then list every line whose loading is above 90%.",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,4,7,2,37388,450,0.0058782,6.754384416039102,
38,case14-stress-037-s0,stress,islanded,"Load the 14-bus test case (case14), disconnect the line between bus 2 and bus 4, disconnect the transformer branch between bus 7 and bus 8, and finally rerun the power flow, then list every line whose loading is above 80%.",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,0,0,False,True,nan,0.0,0.0,4,4,2,21453,417,0.0034681499999999997,6.346058042021468,
39,case14-stress-038-s0,stress,non_converged,"Load the 14-bus test case (case14), disconnect the line between bus 6 and bus 12, increase the load at bus 9 to 177 MW and 99.6 Mvar (six times its nominal value), increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), increase the active load at bus 4 to 286.8 MW (six times its nominal value), and finally rerun the power flow, then report the bus with the lowest voltage magnitude.",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,5,6,3,29912,480,0.0047748,7.675278499955311,
40,case14-stress-039-s0,stress,non_converged,"Load case14, increase the load at bus 3 to 565.2 MW and 114 Mvar (six times its nominal value), increase the active load at bus 4 to 286.8 MW (six times its nominal value), and finally increase the load at bus 9 to 177 MW and 99.6 Mvar (six times its nominal value).",True,ok,,escalated,True,declared_failure,True,False,text,False,abstained,2,True,1,0,False,True,,,,4,5,2,19613,339,0.0031453499999999994,6.746596042008605,
