nn,request_id,difficulty,expected_outcome,request_text,formulation_exact,formulation_error_type,formulation_detail,outcome,solved,solved_reason,escalated,wrong_silently,failure_detection_path,v_pass,verification_outcome,verification_attempts,faithful_answers,n_numbers,n_untraceable_numbers,stale_state,safe_failure,voltage_mae_pu,flow_mae_mw,kcl_mismatch_mw,n_llm_calls,n_tool_calls,n_tool_rounds,prompt_tokens,completion_tokens,cost_usd,wall_time_s,error
16,case14-multistep-022-s0,multistep,converged,"Load case14, disconnect the line between bus 9 and bus 10, set the active load at bus 3 to 118.6 MW, set the active load at bus 4 to 53.6 MW, and finally run an N-1 contingency analysis ranked by max violations and report the 8 worst outages.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2056,49,0.005875,1.283337116241455,
17,case14-multistep-026-s0,multistep,converged,"Load the 14-bus test case (case14), disconnect the line between bus 2 and bus 4, then rerun the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,wrong_unflagged,False,voltage_error,False,True,json,False,,,False,71,71,,,0.008416585090519362,7.460429772322007,10.348084127841759,1,0,0,2030,772,0.016655,6.6289379596710205,
18,case14-multistep-030-s0,multistep,converged,"Load case14, set the active load at bus 14 to 17.2 MW, disconnect the line between bus 1 and bus 5, reconnect the line between bus 1 and bus 5, and finally run an N-1 contingency analysis ranked by min voltage and report the 8 worst outages.",,,no tool stage,wrong_unflagged,False,answer_mismatch,False,True,json,False,,,False,71,71,,,0.000398151378831416,2.2465790602586475,0.6591553395123866,1,0,0,2053,772,0.016712499999999998,6.90165901184082,
19,case14-multistep-034-s0,multistep,converged,"Load case14, disconnect the line between bus 2 and bus 5, set the active load at bus 9 to 19.9 MW, and finally rerun the power flow, then list every line whose loading is above 100%.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2039,49,0.005832499999999999,1.135204792022705,
20,case14-multistep-038-s0,multistep,converged,"Load the IEEE 14-bus system, set the active load at bus 6 to 7 MW, set the active load at bus 4 to 40.3 MW, and finally rerun the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,71,70,,,0.0005510238230009369,1.6517756367931227,1.9195704357919818,1,0,0,2044,780,0.01681,6.826433897018433,
21,case14-parameterized-001-s0,parameterized,converged,Load the IEEE 14-bus system and run an N-1 contingency analysis ranked by min voltage and report the 3 worst outages.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2017,50,0.0057925,1.1408629417419434,
22,case14-parameterized-005-s0,parameterized,converged,Load the IEEE 14-bus system and disconnect the line between bus 4 and bus 5.,,,no tool stage,wrong_unflagged,False,voltage_error,False,True,json,False,,,False,71,71,,,0.007078129688868562,10.405147614892197,8.698468453998654,1,0,0,2010,813,0.01722,7.970480918884277,
23,case14-parameterized-009-s0,parameterized,converged,Load the 14-bus test case (case14) and run an N-1 contingency analysis ranked by max violations and report the 3 worst outages.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2021,49,0.005787499999999999,1.1963591575622559,
24,case14-parameterized-013-s0,parameterized,converged,Load the 14-bus test case (case14) and disconnect the line between bus 13 and bus 14.,,,no tool stage,wrong_unflagged,False,voltage_error,False,True,json,False,,,False,71,71,,,0.002831034854298174,9.117811270747804,20.736915225629637,1,0,0,2014,770,0.016585,7.301707029342651,
25,case14-parameterized-017-s0,parameterized,converged,Load case14 and run an N-1 contingency analysis ranked by max violations and report the 8 worst outages.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2012,50,0.0057799999999999995,1.2243220806121826,
26,case14-parameterized-021-s0,parameterized,converged,Load case14 and run an N-1 contingency analysis ranked by max violations and report the 3 worst outages.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2012,50,0.0057799999999999995,1.172497034072876,
27,case14-parameterized-025-s0,parameterized,converged,Load case14 and disconnect the line between bus 9 and bus 10.,,,no tool stage,wrong_unflagged,False,voltage_error,False,True,json,False,,,False,71,71,,,0.009417863696045501,2.4108032064696845,3.5632048756527817,1,0,0,2005,779,0.016697499999999997,6.671797037124634,
28,case14-parameterized-029-s0,parameterized,converged,"Load the 14-bus test case (case14) and run the power flow, then list every line whose loading is above 80%.",,,no tool stage,wrong_unflagged,False,answer_mismatch,False,True,json,False,,,False,71,71,,,0.0005035370376478911,1.1511491373669664,2.0181238304948157,1,0,0,2018,813,0.01724,9.757878065109253,
29,case14-parameterized-033-s0,parameterized,converged,Load the IEEE 14-bus system and set the active load at bus 14 to 15.2 MW.,,,no tool stage,wrong_unflagged,False,answer_mismatch,False,True,json,False,,,False,71,71,,,0.0008062550766227972,0.7842684413823794,0.7958322968115182,1,0,0,2013,772,0.016612500000000002,7.10006308555603,
30,case14-parameterized-037-s0,parameterized,converged,"Load the IEEE 14-bus system and run the power flow, then list every line whose loading is above 100%.",,,no tool stage,wrong_unflagged,False,answer_mismatch,False,True,json,False,,,False,71,71,,,0.0003320463882678767,1.152898431041208,1.5734782759516472,1,0,0,2014,771,0.0166,7.055441856384277,
31,case14-plain-000-s0,plain,converged,"Load case14 and run the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,71,71,,,0.0006155456479828768,0.8794463334166951,0.7424493278877452,1,0,0,2008,772,0.0166,6.915283918380737,
32,case14-plain-004-s0,plain,converged,Load case14 and run an N-1 contingency analysis and report the worst single outage.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2007,50,0.0057675,1.1687581539154053,
33,case14-plain-008-s0,plain,converged,Load case14 and set the active load at bus 2 to 21.7 MW.,,,no tool stage,wrong_unflagged,False,answer_mismatch,False,True,json,False,,,False,71,71,,,0.0005480103308672339,1.1153673460515328,1.339174184237681,1,0,0,2008,772,0.0166,11.628703832626343,
34,case14-plain-012-s0,plain,converged,Load the 14-bus test case (case14).,,,no tool stage,solved,True,numeric_ok,False,False,json,False,,,False,71,71,,,0.0006344404253407765,7.190546722507382,20.533064539327235,1,0,0,2001,770,0.016552499999999998,7.434186935424805,
35,case14-plain-016-s0,plain,converged,Load case14 and run an N-1 contingency analysis and report the worst single outage.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2007,50,0.0057675,3.4016780853271484,
36,case14-plain-020-s0,plain,converged,"Load the 14-bus test case (case14) and run the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,71,71,,,0.0005332146188081437,0.935919777571827,0.3916938702143305,1,0,0,2017,780,0.0167425,25.576305866241455,
37,case14-plain-024-s0,plain,converged,Load the IEEE 14-bus system.,,,no tool stage,solved,True,numeric_ok,False,False,json,False,,,False,71,71,,,0.00033962605011764576,0.569448728937369,0.7110130953213839,1,0,0,1998,772,0.016575,7.127781867980957,
38,case14-plain-028-s0,plain,converged,Load case14 and run the AC power flow.,,,no tool stage,wrong_unflagged,False,answer_mismatch,False,True,json,False,,,False,71,71,,,0.0006618442209708039,0.7754139949603236,1.0969390855315326,1,0,0,1999,771,0.0165625,7.220333099365234,
39,case14-plain-032-s0,plain,converged,Load the 14-bus test case (case14).,,,no tool stage,solved,True,numeric_ok,False,False,json,False,,,False,71,71,,,0.00019591359524311663,1.0670671911334888,2.087843285940466,1,0,0,2001,771,0.0165675,6.898239850997925,
40,case14-plain-036-s0,plain,converged,Load case14 and set the active load at bus 2 to 21.7 MW.,,,no tool stage,wrong_unflagged,False,voltage_error,False,True,json,False,,,False,71,71,,,0.0011868974995089226,1.7498395402902147,3.4892684718458122,1,0,0,2008,772,0.0166,7.234918117523193,
