nn,request_id,difficulty,expected_outcome,request_text,formulation_exact,formulation_error_type,formulation_detail,outcome,solved,solved_reason,escalated,wrong_silently,failure_detection_path,v_pass,verification_outcome,verification_attempts,faithful_answers,n_numbers,n_untraceable_numbers,stale_state,safe_failure,voltage_mae_pu,flow_mae_mw,kcl_mismatch_mw,n_llm_calls,n_tool_calls,n_tool_rounds,prompt_tokens,completion_tokens,cost_usd,wall_time_s,error
19,case14-multistep-034-s0,multistep,converged,"Load case14, disconnect the line between bus 2 and bus 5, set the active load at bus 9 to 19.9 MW, and finally rerun the power flow, then list every line whose loading is above 100%.",,,no tool stage,wrong_unflagged,False,voltage_error,False,True,json,False,,,False,71,71,,,0.0020274220214870115,0.9570622954886904,0.07661971556085917,1,0,0,2215,8696,0.09139000000000001,171.98157024383545,
20,case14-multistep-038-s0,multistep,converged,"Load the IEEE 14-bus system, set the active load at bus 6 to 7 MW, set the active load at bus 4 to 40.3 MW, and finally rerun the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,71,71,,,0.0007325486960179253,0.237128734448992,0.041269493220894744,1,0,0,2220,9960,0.10404,191.78453183174133,
21,case14-parameterized-001-s0,parameterized,converged,Load the IEEE 14-bus system and run an N-1 contingency analysis ranked by min voltage and report the 3 worst outages.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2193,1348,0.017866,32.55062198638916,
22,case14-parameterized-005-s0,parameterized,converged,Load the IEEE 14-bus system and disconnect the line between bus 4 and bus 5.,,,no tool stage,wrong_unflagged,False,voltage_error,False,True,json,False,,,False,71,71,,,0.0072735133904731075,0.9880979130693923,0.6692418845800054,1,0,0,2186,14344,0.147812,269.43627285957336,
23,case14-parameterized-009-s0,parameterized,converged,Load the 14-bus test case (case14) and run an N-1 contingency analysis ranked by max violations and report the 3 worst outages.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2197,1440,0.018794,27.901487827301025,
24,case14-parameterized-013-s0,parameterized,converged,Load the 14-bus test case (case14) and disconnect the line between bus 13 and bus 14.,,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,71,70,,,0.0009524634257267303,0.81203442247443,0.025917478689688248,1,0,0,2190,10143,0.10580999999999999,212.86140608787537,
25,case14-parameterized-017-s0,parameterized,converged,Load case14 and run an N-1 contingency analysis ranked by max violations and report the 8 worst outages.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2188,718,0.011556,18.39803123474121,
26,case14-parameterized-021-s0,parameterized,converged,Load case14 and run an N-1 contingency analysis ranked by max violations and report the 3 worst outages.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2188,567,0.010046,14.211763143539429,
27,case14-parameterized-025-s0,parameterized,converged,Load case14 and disconnect the line between bus 9 and bus 10.,,,no tool stage,wrong_unflagged,False,voltage_error,False,True,json,False,,,False,71,71,,,0.0013063599412103586,0.7400548327016329,0.594878395664266,1,0,0,2181,8790,0.092262,210.17629384994507,
28,case14-parameterized-029-s0,parameterized,converged,"Load the 14-bus test case (case14) and run the power flow, then list every line whose loading is above 80%.",,,no tool stage,wrong_unflagged,False,answer_mismatch,False,True,json,False,,,False,71,71,,,0.00036961459117254173,0.34576730834820446,0.09327611213948463,1,0,0,2194,6459,0.06897800000000001,132.99349093437195,
29,case14-parameterized-033-s0,parameterized,converged,Load the IEEE 14-bus system and set the active load at bus 14 to 15.2 MW.,,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,71,70,,,0.00038600305206718373,0.05607473994760607,0.009324939045390805,1,0,0,2189,9323,0.097608,184.17666101455688,
30,case14-parameterized-037-s0,parameterized,converged,"Load the IEEE 14-bus system and run the power flow, then list every line whose loading is above 100%.",,,no tool stage,wrong_unflagged,False,answer_mismatch,False,True,json,False,,,False,71,70,,,0.00043484196305601915,0.0686298434803257,0.018594921942592373,1,0,0,2190,7424,0.07862,136.25972890853882,
31,case14-plain-000-s0,plain,converged,"Load case14 and run the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,71,71,,,0.00034411707655428766,0.3044681663843968,0.3265311914667747,1,0,0,2184,4980,0.054167999999999994,105.11400008201599,
32,case14-plain-004-s0,plain,converged,Load case14 and run an N-1 contingency analysis and report the worst single outage.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,3,3,,,,,,1,0,0,2183,2730,0.031666,63.61643171310425,
33,case14-plain-008-s0,plain,converged,Load case14 and set the active load at bus 2 to 21.7 MW.,,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,71,71,,,0.000444284378903616,0.11903189866525477,0.09713310039111288,1,0,0,2184,8939,0.09375800000000001,179.0674090385437,
34,case14-plain-012-s0,plain,converged,Load the 14-bus test case (case14).,,,no tool stage,solved,True,numeric_ok,False,False,json,False,,,False,71,71,,,0.00034872613962650637,0.09278639212071954,0.11946439233712845,1,0,0,2177,8629,0.09064399999999999,154.49577689170837,
35,case14-plain-016-s0,plain,converged,Load case14 and run an N-1 contingency analysis and report the worst single outage.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2183,1917,0.023536,50.17754888534546,
36,case14-plain-020-s0,plain,converged,"Load the 14-bus test case (case14) and run the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,71,70,,,0.00018042501394772387,0.03957139080501777,0.007150261620071938,1,0,0,2193,8181,0.08619600000000001,151.76570892333984,
37,case14-plain-024-s0,plain,converged,Load the IEEE 14-bus system.,,,no tool stage,solved,True,numeric_ok,False,False,json,False,,,False,71,71,,,0.00017723237402646395,0.0454564670800747,0.0033240045662829777,1,0,0,2174,8496,0.08930800000000001,155.48562002182007,
38,case14-plain-028-s0,plain,converged,Load case14 and run the AC power flow.,,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,71,71,,,0.0002803419396656721,0.05576119897550087,0.004718478597071614,1,0,0,2175,8744,0.09179000000000001,165.00372195243835,
39,case14-plain-032-s0,plain,converged,Load the 14-bus test case (case14).,,,no tool stage,solved,True,numeric_ok,False,False,json,False,,,False,71,71,,,0.0005709770047977696,0.11176474574968269,0.057084623135469,1,0,0,2177,8408,0.088434,152.7472140789032,
40,case14-plain-036-s0,plain,converged,Load case14 and set the active load at bus 2 to 21.7 MW.,,,no tool stage,solved,True,numeric_and_answer_ok,False,False,json,False,,,False,71,71,,,0.0009226117852231898,0.07692347225629488,0.016893568430157522,1,0,0,2184,8944,0.093808,171.87774395942688,
