nn,request_id,difficulty,expected_outcome,request_text,formulation_exact,formulation_error_type,formulation_detail,outcome,solved,solved_reason,escalated,wrong_silently,failure_detection_path,v_pass,verification_outcome,verification_attempts,faithful_answers,n_numbers,n_untraceable_numbers,stale_state,safe_failure,voltage_mae_pu,flow_mae_mw,kcl_mismatch_mw,n_llm_calls,n_tool_calls,n_tool_rounds,prompt_tokens,completion_tokens,cost_usd,wall_time_s,error
12,case14-multistep-006-s0,multistep,converged,"Load the 14-bus test case (case14), set the active load at bus 4 to 42.7 MW, disconnect the line between bus 3 and bus 4, reconnect the line between bus 3 and bus 4, and finally rerun the power flow, then list every line whose loading is above 80%.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,6,4,,,,,,1,0,0,2236,376,0.000561,5.432983875274658,
13,case14-multistep-010-s0,multistep,converged,"Load the 14-bus test case (case14), disconnect the line between bus 2 and bus 5, disconnect the line between bus 1 and bus 2, and finally rerun the power flow, then list every line whose loading is above 100%.",,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,3,3,,,,,,1,0,0,2221,613,0.00070095,5.846492052078247,
14,case14-multistep-014-s0,multistep,converged,"Load case14, set the active load at bus 13 to 18.9 MW, set the active load at bus 4 to 59.1 MW, set the active load at bus 9 to 23.2 MW, and finally rerun the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,9,6,,,,,,1,0,0,2233,503,0.00063675,7.437053918838501,
15,case14-multistep-018-s0,multistep,converged,"Load the IEEE 14-bus system, disconnect the line between bus 4 and bus 5, then rerun the power flow, then list every line whose loading is above 90%.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2205,486,0.00062235,6.7900848388671875,
16,case14-multistep-022-s0,multistep,converged,"Load case14, disconnect the line between bus 9 and bus 10, set the active load at bus 3 to 118.6 MW, set the active load at bus 4 to 53.6 MW, and finally run an N-1 contingency analysis ranked by max violations and report the 8 worst outages.",,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,10,8,,,,,,1,0,0,2233,530,0.00065295,9.612605094909668,
17,case14-multistep-026-s0,multistep,converged,"Load the 14-bus test case (case14), disconnect the line between bus 2 and bus 4, then rerun the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,3,3,,,,,,1,0,0,2207,370,0.00055305,5.937151193618774,
18,case14-multistep-030-s0,multistep,converged,"Load case14, set the active load at bus 14 to 17.2 MW, disconnect the line between bus 1 and bus 5, reconnect the line between bus 1 and bus 5, and finally run an N-1 contingency analysis ranked by min voltage and report the 8 worst outages.",,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,8,6,,,,,,1,0,0,2230,605,0.0006975,5.767664194107056,
19,case14-multistep-034-s0,multistep,converged,"Load case14, disconnect the line between bus 2 and bus 5, set the active load at bus 9 to 19.9 MW, and finally rerun the power flow, then list every line whose loading is above 100%.",,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,5,4,,,,,,1,0,0,2216,560,0.0006684,7.074533939361572,
20,case14-multistep-038-s0,multistep,converged,"Load the IEEE 14-bus system, set the active load at bus 6 to 7 MW, set the active load at bus 4 to 40.3 MW, and finally rerun the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,5,3,,,,,,1,0,0,2221,395,0.00057015,5.0364580154418945,
21,case14-parameterized-001-s0,parameterized,converged,Load the IEEE 14-bus system and run an N-1 contingency analysis ranked by min voltage and report the 3 worst outages.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,3,3,,,,,,1,0,0,2194,498,0.0006279,7.595125913619995,
22,case14-parameterized-005-s0,parameterized,converged,Load the IEEE 14-bus system and disconnect the line between bus 4 and bus 5.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,3,3,,,,,,1,0,0,2187,338,0.00053085,3.9393959045410156,
23,case14-parameterized-009-s0,parameterized,converged,Load the 14-bus test case (case14) and run an N-1 contingency analysis ranked by max violations and report the 3 worst outages.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,6,6,,,,,,1,0,0,2198,527,0.0006459,5.8502888679504395,
24,case14-parameterized-013-s0,parameterized,converged,Load the 14-bus test case (case14) and disconnect the line between bus 13 and bus 14.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,6,6,,,,,,1,0,0,2191,355,0.00054165,5.564759016036987,
25,case14-parameterized-017-s0,parameterized,converged,Load case14 and run an N-1 contingency analysis ranked by max violations and report the 8 worst outages.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,6,6,,,,,,1,0,0,2189,461,0.0006049499999999999,6.979982852935791,
26,case14-parameterized-021-s0,parameterized,converged,Load case14 and run an N-1 contingency analysis ranked by max violations and report the 3 worst outages.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,6,6,,,,,,1,0,0,2189,514,0.00063675,4.725171089172363,
27,case14-parameterized-025-s0,parameterized,converged,Load case14 and disconnect the line between bus 9 and bus 10.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,3,3,,,,,,1,0,0,2182,305,0.0005103,4.553309917449951,
28,case14-parameterized-029-s0,parameterized,converged,"Load the 14-bus test case (case14) and run the power flow, then list every line whose loading is above 80%.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,4,4,,,,,,1,0,0,2195,390,0.00056325,4.559774875640869,
29,case14-parameterized-033-s0,parameterized,converged,Load the IEEE 14-bus system and set the active load at bus 14 to 15.2 MW.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,9,7,,,,,,1,0,0,2190,538,0.0006513000000000001,5.381700038909912,
30,case14-parameterized-037-s0,parameterized,converged,"Load the IEEE 14-bus system and run the power flow, then list every line whose loading is above 100%.",,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,3,3,,,,,,1,0,0,2191,358,0.0005434499999999999,6.595047950744629,
31,case14-plain-000-s0,plain,converged,"Load case14 and run the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,4,4,,,,,,1,0,0,2185,400,0.00056775,4.848839998245239,
32,case14-plain-004-s0,plain,converged,Load case14 and run an N-1 contingency analysis and report the worst single outage.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,6,6,,,,,,1,0,0,2184,403,0.0005694,4.135047197341919,
33,case14-plain-008-s0,plain,converged,Load case14 and set the active load at bus 2 to 21.7 MW.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,6,4,,,,,,1,0,0,2185,482,0.00061695,7.128547668457031,
34,case14-plain-012-s0,plain,converged,Load the 14-bus test case (case14).,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,4,4,,,,,,1,0,0,2178,501,0.0006272999999999999,8.038917779922485,
35,case14-plain-016-s0,plain,converged,Load case14 and run an N-1 contingency analysis and report the worst single outage.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,6,6,,,,,,1,0,0,2184,471,0.0006102,4.333235025405884,
36,case14-plain-020-s0,plain,converged,"Load the 14-bus test case (case14) and run the power flow, then report the bus with the lowest voltage magnitude.",,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,3,3,,,,,,1,0,0,2194,380,0.0005571,4.050934076309204,
37,case14-plain-024-s0,plain,converged,Load the IEEE 14-bus system.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,4,4,,,,,,1,0,0,2175,518,0.00063705,6.953606843948364,
38,case14-plain-028-s0,plain,converged,Load case14 and run the AC power flow.,,,no tool stage,wrong_unflagged,False,convergence_mismatch,False,True,json,False,,,False,3,3,,,,,,1,0,0,2176,464,0.0006048,4.546308755874634,
39,case14-plain-032-s0,plain,converged,Load the 14-bus test case (case14).,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,3,3,,,,,,1,0,0,2178,424,0.0005811,3.9417002201080322,
40,case14-plain-036-s0,plain,converged,Load case14 and set the active load at bus 2 to 21.7 MW.,,,no tool stage,escalated,False,convergence_mismatch,True,False,json,False,,,False,5,3,,,,,,1,0,0,2185,509,0.00063315,5.238744020462036,
